Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NY89,6.2,90.6995,245.8,26.8,35.8,36.7,0.8,0.8,251.6,3.9,362.4
NY90,8.9,85.5487,288.2,29.2,42.9,48.1,3.3,4.7,231,3.1,344.1
NY91,8.1,86.2636,279.4,29,36.4,48.7,3,5.5,257.5,2.2,338.8
NY92,12.1,89.3038,272.7,29,29.9,49.8,4.3,5.6,244.5,3.1,357.1
NY93,12.4,92.2769,267.1,28.7,27.2,55.9,3.9,5.7,265.5,2.8,331.1
NY94,13.3,94.2388,244.1,28.8,26,57,4,6.3,266.2,3.1,322.7
NY95,14.3,99.9429,241.9,28.4,40.4,58.5,4.5,6.3,274.1,4.3,360.4
NY96,21.8,101.3538,225.1,29.8,78.9,56.9,6.7,7.1,284.6,4,350.1
NY97,13.2,102.5341,231.4,27.8,44.5,46.7,5.5,3.8,256.4,5.6,348.8
NY98,8.3,98.929,231.7,28.2,35.2,44.2,3.2,1.5,254.1,5,354
NY99,7.3,97.6722,242.5,27.6,34.3,39.6,3.1,1.3,245.6,4.7,339.8
NZ00,13.3,88.7522,279.2,29.7,40.1,49.9,3.2,8.4,268.9,3.7,350.5
NZ01,15.9,93.5854,247.8,28.2,28.4,47.4,6.2,9.6,296,3.7,374.4
NZ02,13.6,94.6007,257.3,29,26.2,53.6,4.3,6.8,279.1,3,376.1
NZ03,13.6,95.7723,243.7,29.1,36.1,53.5,5.4,7.8,287.2,3,365.8
NZ04,12.6,96.5689,230.7,29.2,27.3,51.6,4.7,7.1,271.2,3,340.4
NZ05,14.8,98.9662,224.5,29.4,72.4,52.3,7.2,8.1,295.2,3.7,349.6
NZ06,19.6,99.3883,180.3,30.8,77.5,48.4,9.2,8.7,284.4,2.3,363.9
NZ07,13.5,99.4016,211.5,28.6,62.3,43.9,4.5,5.7,283.3,5,343.2
NZ08,9.9,102.4842,213.8,27.6,39.8,39.8,3,3.8,268.7,5.2,346
NZ09,8.9,100.3332,223.4,28.1,29,36.5,2.7,2.1,247.5,5,348.8
NZ10,28.2,92.3823,216.8,28.4,41.3,47,7.9,9.9,305.2,4.2,396
NZ11,24.6,89.2063,188.1,29.8,74.4,56.6,8.6,10.4,318.7,4.2,369
NZ12,21.8,91.2128,220.4,30.6,81.6,57.3,8.1,8.9,301.2,3.3,366.7
NZ13,20.6,93.3689,228.7,30.2,79,57.3,8.3,8.6,300.8,2.9,362.9
NZ14,16.4,94.6118,221.5,29.8,76.8,57.2,7.1,8.2,304.3,2.9,359.8
NZ15,20.3,96.0158,209.6,30.3,78.1,50.9,7.6,8.5,297.3,2.9,367.7
NZ16,20.5,96.4892,183.5,30.6,78.7,46.8,8.6,8.9,290.8,2.5,376.7
NZ17,19,97.1287,188.7,30,79.3,49.9,9.3,8.5,284.7,4.5,382
NZ18,19.7,98.7563,205.3,29.4,76.8,43.2,6.3,6.6,271.6,5,385
NZ19,10.6,99.9446,204.6,27.7,33.5,39.4,2.8,4.1,262.1,5.1,367.1
NZ20,29.1,85.6916,181.2,28.7,48.1,52.9,8.4,12,322.9,4.9,371.2
NZ21,23.6,89.5632,185.2,30.5,64.5,54.1,9.9,9.6,317.3,4.1,372.6
NZ22,25.3,90.3904,187.3,30.9,87.5,54.1,9.2,8.7,306.9,3.5,374.5
NZ23,22.2,90.6649,186.9,30.7,83.6,53.8,8,8.5,305.1,3.1,368.9
NZ24,20.3,92.5879,195,30.1,81.5,51.3,8.4,8.6,302,3.1,382.2
NZ25,22.3,93.0951,194.3,31.1,80.5,54.8,9.3,8.6,303.2,3,394.5
NZ26,21.7,93.3322,210.3,30.5,79,53.5,10.3,9.7,301.4,2.9,425
NZ27,20.5,97.2182,180.6,30.1,78.5,46.5,8.8,9.7,288.9,2.5,382.1
NZ28,21.1,98.9904,194.2,29.4,79.7,46.3,9.5,10.1,293.5,2.6,390.3
NZ29,25.1,100.4251,219.9,28.7,78.8,43.7,10.7,9.6,290.7,2.3,404.4
NZ30,34.5,86.499,179.4,29.6,50.5,49.5,8.7,11.5,317.8,4.7,372
NZ31,26.3,89.2276,182.7,30.6,74.5,51.1,9.3,10.3,323.8,4.1,374.9
NZ32,24.9,90.3863,182.3,30.7,85,52.7,10.1,8.8,318.5,3.4,371.3
NZ33,26.5,91.0194,185.7,30.8,87.1,56.3,12.1,8.8,322.1,3.1,371.3
NZ34,26.6,91.8072,181.5,31.1,86.5,56.2,12,9,317.9,3,367
NZ35,26.5,92.9293,202.5,31.1,83.8,55.2,11.9,9.7,309.7,3,414.2
NZ36,25.7,92.9705,203.2,30.9,81.9,54.5,12.3,10,310.4,3,419.5
NZ37,23.5,96.6211,176.1,29.9,80.6,52.5,12.2,10.1,301.3,2.9,386.2
NZ38,19.1,89.4152,200.2,28,51.8,42.5,10.8,9.7,297.6,2.8,422
NZ40,35.2,88.0522,189.7,30,54.7,48.3,6.9,11.7,333.6,6.9,386.8
NZ41,28,88.4605,199.4,30,66,50,9.7,10.3,317.1,3.8,417.5
NZ42,29.5,90.2453,201.2,30.8,88.3,53.9,10.8,9.8,320.8,3.4,413.1
NZ43,32.4,91.838,186.3,31.4,86.2,54.1,12.2,9.8,324.4,3.3,376.1
NZ44,26,91.136,190.3,31,88.6,56.6,12.3,9.8,322.7,2.5,395.9
NZ45,21.3,86.0995,205.7,30.2,48.3,49.7,13.1,10,318.2,3.3,427.2
NZ46,19.8,86.4705,204.1,30.2,50.5,46.2,13.3,10.1,317.9,3.3,413
NZ50,34.8,86.3367,211.2,32.5,46,58,7.1,12,327,6,421.9
NZ51,23.9,88.2848,206.1,31.3,51.9,42.1,7,11.4,334.4,6.7,422.3
NZ52,28.9,87.6262,213.5,30.4,69,49.2,12.2,10.5,317.3,3.2,452.1
NZ53,28.9,75.3299,214.6,29.1,46.3,39.8,12.5,10.4,312.7,3.1,446.7
NZ60,31.4,86.4863,216.6,32.6,45.7,60.9,6.5,12.8,325.9,6.2,387.7
NZ61,22.7,88.669,212.4,32.2,46.9,62.2,7.2,13.8,326.5,6.2,414.9
NZ62,31.4,86.7117,197.3,31.8,64.5,50.2,12.5,10.9,329.3,4.2,424.1
NZ70,33.4,85.7521,212.3,33.2,47.5,62.8,2.4,13.5,325.3,6.6,405.2
NZ71,32.7,87.7527,208,33,49,64.2,9.2,14.5,325.8,6.1,420.4
NZ72,29.6,63.3055,212.2,30.3,41.4,38,11.9,11.2,302.9,3.5,432.9
NZ80,33.8,86.5472,208.6,33.7,47.2,62.3,8.9,13.9,322.4,7,417.8
NZ81,34.4,86.3976,207,33.5,51.9,60.2,11.9,13.7,329.8,7.8,427.4
NZ90,36.6,85.8037,207.9,33.5,49.7,62.4,10.4,14,323.3,6.9,418
NZ91,51.8,67.0502,207.6,30.6,43.6,46.6,10.6,13,322.6,5.2,431.9
SD08,48.4,77.3781,279.2,29.6,40.4,61.7,8.5,9.2,255.4,3.7,428
SD09,57.5,91.7355,275.8,38.9,73.4,66.9,9.8,13.3,335.4,6.3,459.8
SD16,56.4,84.0929,273.3,36.2,61.7,72.5,9.5,11.8,321.3,10,504.8
SD17,63.6,94.0683,279,40.6,74.9,91.9,13.1,13.4,358.2,9,498.5
SD18,58,92.8551,294,39.6,69,70.2,9.4,13.3,309.7,7.2,392
SD19,41.5,90.7706,309.8,36.4,60.1,70.6,7.1,9.1,263.9,5.1,380.2
SD20,34.4,87.8376,269.4,29.7,48.7,68.1,9.4,9.8,314.6,12.9,488.9
SD21,43.8,86.529,306.4,26.7,51.2,64.7,8.7,9.4,313.3,11.2,511.2
SD26,60.9,90.902,277,40.2,68.1,83.4,11.3,12.6,333.9,9.6,510
SD27,62.4,96.8485,278.5,40.3,75,89.6,13.4,13.5,362.6,9.2,458.8
SD28,48.4,92.2898,282.7,38.2,63.3,72.8,7.6,11.2,286.8,6.4,420.1
SD29,39.1,90.1945,316.3,35.6,42.5,68.7,6.8,8.6,276.1,5.1,387.4
SD30,31.6,91.1437,200.3,28.4,63.9,67.6,9,10.2,301.2,14.4,419.5
SD31,42.2,89.7479,200.6,28.2,60.6,69.1,9,10,306.7,14.8,427.5
SD32,53,90.5177,276.6,39.9,52.3,70.1,10.3,10.4,309.8,13.4,504.9
SD33,60.1,93.3992,215.9,41.1,51.3,78.4,12.7,10.8,314.1,13.7,450.2
SD34,59.5,94.3814,265.4,40.4,52.2,78.2,12.3,11.1,312,13.5,480.3
SD35,41.1,81.8344,307.6,27.1,40.4,65.7,6.9,10,300.8,10.8,525.9
SD36,48.3,69.8587,305.8,29.2,50,65.6,7.7,11.9,306.8,9.4,522.5
SD37,60.9,97.2371,280.4,40.3,75,88.6,13.3,13.4,362.3,9.2,495.1
SD38,58.5,96.0289,289.4,41.3,78.7,89.1,13.4,13.3,358.4,9,428.6
SD39,43.9,92.1444,287.2,36.9,45.3,70.4,7,8.8,299.8,5.6,426.8
SD40,32.5,93.8346,197,28.6,63.1,46.7,4.6,10.4,287.9,13.1,414.9
SD41,35.2,94.3892,195.8,28.2,60.5,55.9,5.6,10.3,288.8,13,417.7
SD42,36.9,93.7957,211.4,28.1,49.9,67.5,8.5,10.5,293.8,13.2,433.5
SD43,34.3,96.5114,238.3,26.1,50.8,72.8,7.2,11,297.7,10.9,445.9
SD44,50.1,96.3767,237,34.4,48.1,78.9,8.8,10.9,308.5,10.5,448.1
SD45,63.9,97.4596,273.7,40.3,62,93.4,13.5,12.1,342.6,11.5,474.9
SD46,63.3,98.2878,273,40.2,66.3,93.8,13.4,12.5,356.2,10.3,503.5
SD47,61,98.2843,289.5,40.2,67.8,90.6,13.4,12.7,360.2,9.6,500.6
SD48,58.1,97.7408,290.3,40.9,71.1,88,13.1,12.9,358.7,9.4,444.1
SD49,49.5,94.851,293.7,38.2,53.8,74.8,8.5,11.3,336.7,7.8,435.9
SD50,29,95.4822,188.3,23.4,62,41,4.9,9.9,286.8,9.2,404.8
SD51,32.6,96.1154,196.7,24.1,49.7,47.5,5.7,8.2,293.2,5.4,408.4
SD52,32.7,94.8399,211.8,23.4,54.1,44,4.6,9.3,284.7,12.1,422.3
SD53,38.1,96.4367,231.2,24.3,35.4,51.5,5.4,10,294.3,9,445.6
SD54,33.1,98.9666,253.1,34.5,32.1,47.3,6.3,9.8,308.7,6.5,432.8
SD55,33.5,99.2457,272.4,33.9,27.7,46.6,5.8,8.9,315,6.2,416.5
SD56,43.4,97.3916,271.5,36.1,41.2,61,8.4,12.4,341.7,8.3,439.8
SD57,53.1,97.8621,277.7,40.4,62.3,85.9,12.2,12.5,359.3,9.9,449.7
SD58,48.3,95.4361,284.2,37.1,47.7,69,8.5,12.2,341.7,8.1,445.3
SD59,52.7,94.3374,294.5,37.5,54.8,72.4,8.8,11.2,337.6,7.4,435.1
SD60,34.5,94.9995,187.7,29.2,62.8,52.8,4.9,9.4,300.2,9.5,395
SD61,25.8,96.7044,238.5,24.7,48.5,42.4,5.6,8.6,300.3,5.2,377.6
SD62,35.2,97.6054,225.1,24.9,52.1,51.7,6.6,10.1,296.7,7.1,414.8
SD63,26.2,98.4307,240.5,26,40.1,43.7,7.2,9.5,307.5,6.3,433.1
SD64,29.6,98.6173,259.7,33.1,38.2,46.3,6.3,8.8,317.5,6,419.3
SD65,12.9,97.9995,291.8,32.2,36.4,41.2,5.9,6.6,314.9,4.9,390.8
SD66,37.6,95.9937,276.8,34.5,27.4,42.9,6,6.4,319.9,5.5,409.7
SD67,41.6,94.0602,276.2,35.4,48.9,56.4,8.7,10.5,346.5,7,440.1
SD68,38.7,90.8223,296.8,35.6,33.4,45.4,7.3,8.5,319.8,4.6,379.5
SD69,46,91.0376,310.3,35.8,40.8,56.7,8.3,8.9,307,4.5,381.5
SD70,33,95.2096,195.8,24.9,62.6,47.9,4.9,10.2,293.6,10.2,394.5
SD71,26.7,96.287,217.2,25.7,54.8,52.9,6.7,9.7,302.7,4.2,388.2
SD72,23.1,95.9179,237.5,24.7,49.9,48.9,6.9,10,294.1,3.6,389.6
SD73,23,98.3945,235.1,26.6,42.5,42.3,6.5,8.9,308,5.6,417.7
SD74,29.7,97.783,247.7,34.1,40.8,38.4,7,8.1,318,6,422.5
SD75,24.7,97.21,260.6,33.3,34.9,26.5,4.9,8.6,322.9,5.6,423.6
SD76,40,91.8919,267.3,35,45.3,50.5,7.9,7.5,338,6.1,416.4
SD77,21.2,89.2487,296.8,34.9,43.3,34.9,6.7,7.8,299.4,5.3,377.8
SD78,18.3,87.8169,298.7,31.9,41.7,41.5,4.6,5.9,295.9,3.9,357.8
SD79,17.9,86.6081,306.2,29.8,44.2,46.1,5.1,6.2,237.1,3,363.6
SD80,27.6,94.3744,196.8,31.4,64.4,41.7,4.9,11.3,294.2,10.4,387.3
SD81,28,94.8287,228,25,66.1,46.9,6.2,10.9,287.9,2.9,382.1
SD82,27.1,96.0961,273.4,25.4,65.1,40.5,5.8,10,303.2,4.3,406.3
SD83,19.3,96.3814,223.3,25.1,48.4,45.4,6.8,9.1,298.4,3.6,400.9
SD84,25.5,97.5503,242.4,33,40.4,42.9,6.4,8.1,318.7,5.3,414.7
SD85,37.3,95.295,250.5,35.2,45.6,29.3,7.1,9.7,329,5.6,427.4
SD86,42.7,91.7981,289.3,35.5,46.8,49.7,7.6,8.3,338.8,5.9,395.1
SD87,14,89.1205,295,30.4,43.4,37.9,6.4,4.7,289.9,5.1,368
SD88,17,87.4588,294.6,29.9,41.9,43.3,6.2,6.9,248.2,4.8,358.9
SD89,15,86.7239,297.8,28.4,44.6,48.6,4.6,7,210.3,3.7,357.7
SD90,35,94.2479,213.8,30.7,68.1,49,6.1,9.2,306.3,5.1,383.7
SD91,32.9,93.9803,250.9,25.2,71.4,46.5,6.4,11.3,287.8,3.3,388.1
SD92,30.9,94.5219,269.3,26.2,62,47.5,7,10.8,301.6,5,398.9
SD93,23.9,97.2356,275.1,35.2,50.9,43.4,6.6,9.9,304.7,4.2,402.7
SD94,17,96.6486,243.5,35.7,42.7,37.6,5.5,10.1,300.2,4,398.8
SD95,32.7,93.6105,241.7,35.7,46.9,33.2,7.2,10.5,335.4,5.7,412.7
SD96,44.6,90.9042,285.9,36.3,48,40.6,7.1,13,332.1,5.6,400.6
SD97,14.9,89.5355,287.5,28.2,45.6,35.4,6.3,6.9,294.5,5,374.9
SD98,27.9,90.6817,282.9,29,46.3,41.3,6.4,8.9,309.5,5,368.3
SD99,18.5,89.7356,286.5,28.9,44.8,46.3,6.2,8.8,291.8,4.7,350.7
SE00,31.9,94.768,249.6,26.2,73.8,57.3,7.4,12,282.9,3.9,379.5
SE01,36.1,93.2909,254.5,31.7,73.4,56.7,7.8,11.4,301.7,6.2,385.3
SE02,43.4,91.7416,246.5,31.5,74.2,49.5,7.6,10.8,308.8,6.9,386.8
SE03,33.3,93.6146,255.7,26.1,63.6,41.9,6.4,10.8,302.9,5,390
SE04,49,92.8012,231.9,36.1,61.5,41.9,6,9.6,318.3,6.5,391.1
SE05,42,93.89,253,37.1,53,37.6,6.6,11,344.5,5.9,388
SE06,23.6,92.0015,286.2,33.1,42.8,34.7,6,9.3,294.1,4.4,379.1
SE07,12.2,90.106,288.7,33.5,39.1,34,5.6,9,279.8,3.8,362.7
SE08,14.7,91.7958,268.6,27.5,43.5,45.2,6.5,8.2,298.1,4.4,393.5
SE09,16.9,91.3471,273.8,27.3,43.7,48.1,6.3,8.4,300.6,4.6,369.8
SE10,41.5,93.3043,256.5,32.7,75.1,61.6,8.4,11.8,301.5,6.9,376
SE11,43.6,90.4461,212.6,31.8,79.4,73.2,9.2,11.4,315.1,9.3,381.3
SE12,44.1,90.2965,219,31.2,73.7,57.7,9.6,10.9,309.9,9,382.5
SE13,51.7,90.8199,217.8,30.8,74.6,43,5.5,10.3,320.1,7.7,385.7
SE14,52.6,91.3605,241.7,31.6,72.8,41.2,6.1,10.3,331.7,6.7,386.4
SE15,32.5,94.7946,255.6,37.2,55.2,33.6,5.8,10.3,308.7,3.5,389.4
SE16,28.7,93.0458,264.6,27.6,34.3,34.3,5.3,9.3,283.3,2.8,391.5
SE17,25.4,91.2375,275.7,27.3,27.6,34.6,5.8,9.2,264.3,2.7,383.4
SE18,36.9,92.3942,248.7,28.5,51.1,46.9,1.1,12,341.3,5,377.8
SE19,26.2,91.3274,234.4,28.9,45.8,44,5.8,12.5,345.1,5.1,383.3
SE20,47.3,91.0828,244.8,31.6,77.3,67.8,8.4,12.5,302.9,7.4,380.4
SE21,49.1,90.7264,189.5,31.1,82.9,76.8,10.4,12.1,313.5,10.3,384.7
SE22,48.2,87.2215,199.9,31,79.1,74.4,10.7,11.8,308.4,10.2,388.1
SE23,52.3,90.6822,217.4,31.1,76.3,49.8,7.4,10.7,320,8.6,386.4
SE24,52.2,90.6379,234.7,31.4,74.3,43.9,5.7,10.4,329,6.9,380.9
SE25,33.9,93.5483,238.7,29.5,59,35.6,5.5,10.3,319.3,3.6,381.9
SE26,48.6,92.8037,242.8,31.8,61.3,43.1,0.9,9.7,336.8,4.8,384.8
SE27,48.2,93.0516,225.8,31.2,59.4,45.4,1,11.4,344.6,4.1,399.4
SE28,32.9,91.4089,190,29.5,57.3,54.1,1.1,12.2,348.1,4.4,380
SE29,43.2,87.0326,182.4,29.2,52.3,51.1,8.3,11.7,327.4,4.8,374
SE30,52.6,89.3302,191.2,30.7,81.6,67.4,8.3,12.4,313.1,10.3,380.1
SE31,49.5,91.6,178.1,30.8,86.2,77.9,10,12.9,320.1,10.2,398
SE32,57.5,88.293,180.4,30.6,82.8,74.5,9.7,12.6,315.4,10.2,391.2
SE33,54.4,90.191,206,31,81.8,61.2,8.2,11.6,322.4,9.7,390
SE34,52.9,91.6063,208,29.8,70.5,46.9,5.9,10.9,329.8,7.2,392.7
SE35,52.4,91.846,198.9,30,64.4,49.9,5.6,11.3,339,6.4,397.8
SE36,53,91.6629,176.8,28.7,61.7,52.1,5.7,12,336.8,6.1,375
SE37,49.2,88.8607,172.5,28.5,57.3,47.4,1.2,11.5,335,4.9,366
SE38,43.5,84.8202,177.5,26.8,52.3,51.5,1.1,11.7,321.1,4.6,374.2
SE39,52.9,83.2657,190.3,27.9,43.2,50.4,1.7,11.9,313.6,5.6,386.5
SE40,56.7,88.0274,179,30.2,84.1,72.4,8,12.7,315,10.6,402.5
SE41,44.2,90.1396,174.1,30.2,79.7,71.7,9.5,13.1,319.5,9.5,393.4
SE42,48,92.3059,179.1,31.1,79.2,66.1,10.7,13,324.7,9.8,404.4
SE43,48.5,90.7783,170.4,30.3,75.2,62.7,8.5,12.2,322.3,9.2,385.5
SE44,53.6,91.1486,180.1,30.9,72.1,58.7,6.4,11.3,328.4,8.1,394.3
SE45,56,85.8052,172.5,26.6,63.9,51.5,1.5,13.4,330.8,6.2,370.9
SE46,47.8,86.6558,175,28.4,61.2,47.9,3.4,11.7,333,4.8,371.7
SE47,54.7,85.8821,166.5,27.1,61.2,56.6,1.7,13.5,336.1,6.6,358.7
SE48,37.9,85.5394,193.1,32.3,55.5,55.7,2,12.4,336.4,6.9,399.1
SE49,35.9,86.2537,214.7,31.6,48,57.4,2,11.8,326.1,5.2,419.1
SE50,55.7,94.9047,179.9,35,79.6,67.7,12.1,14.4,325.5,9.6,406.2
SE51,43.8,88.6371,162.6,30.6,69.6,58.6,9.5,13.1,313.7,8.5,373.3
SE52,57,91.5032,156.5,30.1,83.3,67,7.5,12.2,327.7,8.5,357.7
SE53,57.4,92.7693,161.4,31.8,81.7,62.4,7.2,13,328.2,8,367.1
SE54,56.9,91.7963,179.7,32.1,76.8,63.1,5.4,13.6,336,7.5,394.4
SE55,57.2,88.9613,184.1,28.8,62.9,54.8,4.2,14.2,337.6,7.1,401.2
SE56,62.6,84.0319,176.5,25.6,51.8,55.9,1.5,15.2,328.5,6.8,379.6
SE57,45,86.238,183.2,32.9,63.6,57.8,1.8,11.9,349.3,8.1,393.5
SE58,39.1,85.2637,210.3,33.8,61.8,64.1,2.2,14.1,347,8,427.5
SE59,32.6,85.1901,222.3,33.3,47.7,63.1,2.2,12.6,317.1,6.9,401.3
SE60,65.1,95.5711,180.5,32.1,88.7,74.5,6.1,17,335.8,8.9,407.1
SE61,56.5,89.8191,163,30.2,77.5,61.5,5.9,12.8,322.8,9.4,375.8
SE62,58.9,90.1105,155.5,30.6,77.6,63.4,7.9,13.6,328.9,8.2,355.3
SE63,65,94.3366,160,32,86.1,61,5.9,16.4,343.6,8.4,365.5
SE64,60.2,94.1745,157.3,32,80.1,63.5,6.3,16.4,343.2,8,357.2
SE65,59.9,96.2675,182.9,30.9,73.6,58.2,3.9,14.9,335.5,7.3,419.3
SE66,63.3,88.6622,176.3,27.7,62.4,66.9,3.6,16.5,332.9,8.1,383.8
SE67,46.6,84.0444,179.5,33.7,53.7,62.9,1.5,12.4,337.9,8.3,394.9
SE68,37.1,84.5572,181.1,34.1,52.4,64.3,2.1,13.7,322.5,7.8,394.9
SE69,34.6,85.1776,215.1,33.6,47.4,63.3,2.1,13.3,320.8,7,397.7
SE70,60.1,94.1391,168.1,32.2,82.2,66,6.8,16.3,331.3,9.2,385.5
SE71,61.8,95.0366,161.9,32.4,84.3,66.8,7.4,16.7,340.8,8.9,366.4
SE72,53.6,88.3331,151,25.1,63.1,54.1,5,12.4,312.6,7.3,345
SE73,64.7,92.424,155,31.7,82.3,58.8,5.5,16.1,343.3,8,349.6
SE74,61.7,93.5764,171.2,32.4,73.1,61.9,6.4,17.9,342.4,8.8,382.2
SE75,60.2,87.8982,153.3,31,67.4,58.1,4.8,13.2,333.6,8.2,348.1
SE76,56,87.3771,156,33.4,62.4,64.8,4.7,13,339.5,8.6,349.2
SE77,56.4,79.7417,156,26.7,53.6,63.5,1.3,12.3,316.7,7.7,348.4
SE78,34.1,85.3436,175.9,34.3,50.2,61,2.1,13.4,322.7,7.4,383.6
SE79,35,85.5354,208.4,33.8,47.3,64.1,2.2,13.5,321.6,7.1,406.2
SE80,60.1,91.7712,163.8,35.3,80.2,64.6,7.6,15.5,332.8,9.4,361.2
SE81,53.4,90.1337,162,30.4,72.1,57.3,7.6,14.6,327.9,9.4,356.6
SE82,35.1,87.7916,146.2,30.7,61.5,43.5,5.1,13.7,317.3,8.7,329.4
SE83,63.6,92.949,156.8,31.3,69.6,63.3,7,17,344.1,8.5,356.8
SE84,47.3,81.0993,155.2,30.5,49.4,54.4,5.3,12.9,318.7,8,355.2
SE85,44.1,76.7954,153.4,32,47.1,61.8,6.4,12.5,320.5,7,353.5
SE86,44.6,76.7569,147.6,32.4,48.3,60.5,6.7,12.3,322.5,7.6,338.9
SE87,45.3,78.7536,146.6,32.5,51.5,59.1,6.3,11,325.8,8.2,335.3
SE88,41.8,84.5363,180.8,34.2,47.8,64.8,2.2,13.8,315,7.5,405.8
SE89,37.5,85.8714,205.4,34,46.8,63.2,3,13.8,320.1,7.2,410
SE90,60.1,92.168,181.9,38.8,81.9,62.3,9,15.4,331.3,9.3,394.2
SE91,51.9,89.6153,169.1,38,73.4,56.9,7.5,15,324.7,9.5,367.5
SE92,33.5,83.3153,173.2,29.1,47.8,37.5,5.2,13.8,305.7,7.2,393
SE93,42.4,78.8281,145.2,30,46.9,50.4,5.3,13.4,310.4,7.2,332.8
SE94,46.8,76.6611,137.9,29,50.1,49.2,4.3,12.7,313.4,6.8,325.4
SE95,44.2,75.8158,138.1,29,37.9,47.4,6.7,12.1,312.4,6.3,327.8
SE96,46.3,74.5196,137.2,29.3,31.1,49.3,6.7,12,311.8,5.9,328.9
SE97,45.7,75.8799,134.5,30.7,40.5,55.2,6.6,11.1,315.8,7.6,323.8
SE98,42.6,85.4983,177.8,34.2,50.4,62.9,6.1,13.6,315.5,7.6,404.7
SE99,38.7,85.6881,205.2,34,47.3,62.6,2.9,13.6,318.2,7.1,414.9
SH12,33.5,82.443,289.8,32.7,52.3,67.2,8.5,10.5,365.4,6.6,411
SH13,24.6,81.7237,270.1,30.6,45.5,68.5,8.4,11.3,348.2,6,395.3
SH22,31.3,82.8453,289.7,31.7,51.3,69.3,8.8,11.5,357.3,6.7,424.6
SH23,30.5,85.0791,273.3,29.9,54.4,75.2,9.7,12.3,364,6.8,404.3
SH24,26.1,84.0911,334.7,30.4,53.2,76.5,9.9,13.6,352.1,6.7,446.5
SH27,26.4,88.0141,365.7,29.7,53.1,76.7,9.7,14.9,345.2,6.6,444.7
SH28,25.3,88.505,364.6,30,52.1,76.9,9.3,14.5,337.7,6.5,462.2
SH29,21.2,82.3011,366.6,30.4,39.7,61,7.2,9.7,335.6,5.4,432.7
SH32,40.1,83.85,326.7,30.4,73.4,71.8,10.7,11.7,383.7,6.8,444.9
SH33,38.5,87.9404,276.7,30.3,75.4,76.4,10.6,12.7,383.8,7,421
SH34,23.6,83.67,314.7,30.6,39.1,68.1,7,10,364.2,6.3,433.8
SH36,28,88.1058,325.5,29.6,56.6,76.7,10,15.2,351.6,6.6,444.2
SH37,25.3,89.6937,284.3,29.8,52.1,76.8,9.3,14.8,335.4,6.6,434.5
SH38,24.5,89.5571,286.5,30.3,49.6,77.1,9.1,13.1,318.4,6.2,445.4
SH39,26,87.6406,285.6,29.9,50.1,77.3,9.5,14.9,323.8,6.1,445.8
SH43,38.5,88.623,274.1,30.1,74,74.9,10.4,12.7,386,7.1,418.6
SH44,16.6,89.6102,331.3,30.3,37.7,70.5,7.3,10.6,359.8,4.2,429.7
SH45,23.8,90.0285,325.1,30.6,51,77.7,9.6,13.4,365.7,7.1,436.4
SH46,21.1,91.3235,305.2,30.3,48.7,77.8,9.7,15.8,345.1,7.2,457
SH47,19.7,92.1814,289.5,30.2,39.6,76.6,9.4,12.2,319.4,5.7,451.1
SH48,19.8,92.0793,287.7,30.7,48.9,77.4,9.6,14,329.5,6.3,449.1
SH49,25.5,86.946,288.8,30.7,46.7,75.2,9.1,13.2,316.5,5.8,445.3
SH50,45.3,82.9316,265.6,30.1,79.8,59.5,11.4,7.8,394.5,4.4,445.6
SH51,30.8,79.8531,343.8,30.9,62.1,57.3,10.5,6.7,385.5,4.5,429.9
SH52,38.8,87.8034,342.6,29.7,77.6,65.4,11.6,10.4,390.2,6.6,438.6
SH53,38.2,89.1944,361.7,30,75.7,74.8,10.9,13.3,389.9,7,450.4
SH54,18.8,89.0389,345.2,30.3,46.8,72.5,6.6,10.2,373.2,4.4,416
SH55,12.2,89.117,334.7,30.8,37.2,61.4,5.3,8.3,345.9,4.1,409.8
SH56,19.2,92.5198,344.2,31.1,43.8,78.2,9.2,13.8,342,5.2,436.4
SH57,19.5,93.5065,291.2,30.7,40.7,78,9.7,14.6,338.4,6.7,456.2
SH58,20.5,91.0008,314.5,30.9,48.3,78.1,9.8,15.9,340.2,7.2,457
SH60,17.2,80.0253,321,29.8,50.2,73.1,5.9,7.6,358.7,1.2,397
SH61,37.2,90.0905,329.9,29.5,83.6,65.7,9.4,8.5,395.3,5,409.8
SH62,17,83.8449,325.5,29.4,52.5,73.3,5.7,7.4,342,2.1,398.7
SH63,18,89.7357,335.2,30.4,67.8,72.8,7.9,8.9,378,4.5,415
SH64,13.5,88.3127,335.2,31.3,51.1,70.2,5.4,8,352.1,3.3,413.5
SH65,15.9,88.5433,334,30.9,40.7,67.3,4.8,7.5,344.8,3.2,410.8
SH66,13.1,89.3358,336.9,30.6,32.8,62.4,5.6,10.4,348.4,4.3,411.7
SH67,19.7,92.3938,368,31.3,42.8,78,9.3,15.1,350.3,6.9,515.7
SH68,24.9,87.9041,309.9,31.4,44.7,75.2,9.6,14.6,318.6,6.8,432.8
SH70,25.2,79.5472,317.7,31.7,69.6,55.1,5.7,11.2,340.7,4.2,405
SH71,24.6,84.9503,318.1,31.3,63.9,66.1,5.2,9.4,357.8,3,397.8
