Location,Bees,Birds,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NY88,10.6,84.1969,287,18.5,71.5,62.3,8.9,4.7,245.2,4.8,395.8
NY89,9.5,78.5191,292.4,16.5,67.1,59.5,7.5,3.5,218,5.1,384.1
NY90,23.3,82.7037,293.7,22.1,50.3,50.3,10.3,6.6,181.5,3.8,348.5
NY91,19.5,82.1356,281.4,19,55,55.3,9.3,6.7,201,4.3,345.1
NY92,11.7,85.5307,291.4,21.8,58.8,61.5,7.9,5.7,216.5,4.6,361
NY93,11.1,82.8899,271.1,18.6,60.2,60.8,9.2,6.9,225.6,4.6,346.8
NY94,10.6,83.3224,250.8,17.9,62.1,63,8.3,6.8,240,4.5,346.7
NY95,10.2,85.204,247.3,18.2,67.6,65.7,4.5,6.7,261.8,4.5,389.6
NY96,9.5,87.0141,217.4,21.4,90,74.1,8,8.3,267.3,5.4,412.3
NY97,9.2,85.6085,224.7,19.1,73.6,63.7,8.4,7.3,248.2,5,420.1
NY98,9.9,83.4697,279.1,16.7,69.5,62.6,7.6,4,226.6,5.1,391.6
NY99,9.7,82.1303,281,16.2,68.6,60.1,7.5,4.1,213.4,5,373.5
NZ00,26.9,83.3614,287.5,20.5,54.6,55.6,11,6.4,190,4.3,349.3
NZ01,22.6,87.137,260.6,19,68.5,67.6,10.3,7,248.4,5,394.4
NZ02,9.9,85.571,256.1,18.3,62.5,65.6,8,7.4,240.8,4.6,384.3
NZ03,9.6,84.7808,240.3,18.6,68.8,67.5,8.1,7.4,250,4.9,370.5
NZ04,9.5,84.8436,239.9,18.2,65.6,65.9,7.2,7.3,249.8,4.5,353
NZ05,9.5,84.9521,217.8,18,77,70.1,7.8,7.5,252.9,5,403.5
NZ06,9.1,84.6352,169.4,22.6,86.2,73.6,9.9,8.1,255.2,5.6,441.5
NZ07,8.5,82.0899,204.9,20.2,71.7,67.2,9.9,8.3,233.2,5.2,422.6
NZ08,8.9,84.2285,209.9,17.3,68.9,66.7,8.4,5.8,229.1,4.6,423.1
NZ09,9.7,83.3608,238.4,17.4,68.1,61.6,8.2,4.4,219.4,4.6,387
NZ10,27.4,87.0619,200.8,23.5,64,67.2,12.4,5.8,249.5,4.5,384.5
NZ11,21.6,84.972,177.7,20.5,76,66,10.7,6.9,269.6,6.2,386.6
NZ12,15.6,82.7236,206.1,19.7,85,73.4,8.8,7.9,267,5.9,400.1
NZ13,10.8,83.7695,209.5,21.4,90,76.7,8.3,8.4,265.6,5.8,397.8
NZ14,10.6,83.9423,207.5,18.1,78.3,71.6,7.9,7.8,259.3,5.3,406.4
NZ15,9.5,83.9599,194.2,18.7,90.3,75.8,7.6,8.3,261.7,5.5,416.9
NZ16,9.8,83.6941,166.2,23.3,88.9,74.7,8.3,8.3,259.6,5.2,447.1
NZ17,8.4,80.5455,176.1,23,79.3,72.8,9.7,8.7,236.3,5.9,460.7
NZ18,8.7,82.0537,197.2,21.1,83.6,74.6,8.7,8.6,235.5,5.5,464.1
NZ19,9.1,82.5004,200.7,17.1,69.3,68.9,9.1,6.1,220.9,4.5,446.8
NZ20,28.8,83.2889,172.7,17.2,72.1,63.1,10.5,8.9,297.8,4.5,377.2
NZ21,24.8,83.4935,170.9,21.3,83.3,71.2,12.3,8.5,278,6.4,392.4
NZ22,15.3,82.7486,173.3,21.7,86.1,72.4,11.2,8.5,269.2,6.2,407.9
NZ23,14,83.1305,167.7,21.1,89.3,74.3,9.7,8.4,268.9,6,415.4
NZ24,11.4,83.2716,172.9,20.5,91.8,75.1,7.9,8.4,266.3,5.8,429.8
NZ25,11.4,82.1145,170.9,22,90.1,76,9.1,8.5,264.6,6.2,447.2
NZ26,10.3,79.5441,202.2,21.9,87.5,75.7,11.1,9.1,255,6.2,483.8
NZ27,9.6,81.3104,155.7,23.9,88.5,75.5,10.7,8.7,248.5,6,455.4
NZ28,9.7,81.4838,184.9,24.3,89.6,77.1,14,9.2,251.9,5.8,463.9
NZ29,8.8,82.7801,224.2,24.4,85.8,73.6,14.7,9.9,246.2,5.7,474.4
NZ30,33.7,83.3789,170.1,18.8,73.2,69.9,11,9.8,302.6,5,376.9
NZ31,26.1,82.6725,169.8,21,82.5,69.8,11.7,8.5,285.9,6.8,389.7
NZ32,16.5,82.4715,167,21.6,86.9,71.5,11.4,8.9,273.7,6.6,392.5
NZ33,16,82.0597,166,22.1,90.5,74.8,10.1,9.2,270.2,6.3,412.4
NZ34,13.5,81.7825,159,22.1,91.4,77.3,9.7,9.1,272,6.5,423.7
NZ35,11.7,81.0627,175.1,22.3,91.8,78.1,10.6,9.7,267.1,6.3,465.8
NZ36,12.2,79.8203,178.6,22.5,92.2,77.8,12.4,10,264.5,6.4,474
NZ37,10.4,78.8579,150,24,88.7,78.4,14.9,10.8,250.2,6.2,456.3
NZ38,9.3,68.1361,173.2,21.2,77,66.6,14.2,8.6,247.2,4.8,485.3
NZ40,38.2,84.7553,188.3,25.2,73.6,66.3,11.8,8.3,296.3,5.5,389
NZ41,26.4,82.7321,187,20.1,91.1,69.1,12.5,9.4,285.1,6.1,434.7
NZ42,19.8,81.4724,185.5,21,95.5,74.2,12.3,10.2,278.9,6.4,436.4
NZ43,25.3,82.2584,168.7,22.8,93.3,76.3,11.5,10.3,273.6,6.1,415.9
NZ44,19,81.5588,165.5,21.9,92.4,76.3,9,9.9,267.4,6.1,442.5
NZ45,14.3,71.8885,178.4,20.5,82.2,68.2,8.6,9.7,260.1,5.1,473
NZ46,12.1,69.5315,179.5,20.1,85.7,70.2,8.6,10.6,249.5,3.5,461.7
NZ50,44.1,83.856,208.1,28.7,69.7,79.1,15.9,8.2,291.7,5.7,395.5
NZ51,39.7,84.7052,196.6,19.3,75.6,64.3,13.6,8.4,293.7,5.6,420.5
NZ52,18.6,79.6877,206.4,19.5,94.1,71.9,12,10.1,275.2,5.3,463.5
NZ53,13.4,64.1341,208.9,19.3,85,61.2,11.8,10.4,239.6,4.3,471.1
NZ60,45.6,83.0877,225.5,27.5,69.4,77.5,15.8,7.9,288.5,5.7,349.3
NZ61,45.1,84.6513,211.6,26.6,70.7,73.2,14,7.6,294,6,389.5
NZ62,33.8,78.8231,185.4,24,97,74.4,14.2,9.8,284.2,4.8,438.8
NZ70,47.8,81.8902,215.8,28.4,73.9,80.3,16,8.3,294.8,5.8,371.1
NZ71,47.3,82.1017,202.4,27.8,78.6,81.5,15.4,8.4,294.8,5.7,394.5
NZ72,31.1,55.9306,208.5,24.6,83.4,45,12.4,10.2,242.8,4.8,427.4
NZ80,49.5,81.4431,210.3,28.3,76.5,80.4,15.4,8.7,298.4,5.8,378.5
NZ81,47.8,80.5974,198.7,27.3,82.6,74.6,13.4,8.8,300.5,5.4,403.3
NZ90,48.6,80.5991,205.9,28.3,76.1,78.6,15.3,8.4,294.1,5.7,387.6
NZ91,39.6,61.8457,205.9,24.6,85.6,44.1,13.7,10.9,255.6,4.8,417.1
SD08,9.3,74.5588,257.3,24.7,66.4,53.1,14,8.5,255.4,6.4,486.3
SD09,16.5,90.7169,281.6,28.3,90.8,85.5,15.1,5.6,313.2,6.3,515.3
SD16,20.3,77.7187,266.1,27.7,81.1,74.8,14.4,10.2,292.5,7.3,561.9
SD17,33,89.6481,281.2,31.4,94.3,90.2,17,11.4,340.5,7.7,549.1
SD18,11.3,93.0266,314.1,28.4,97.2,84.6,15.2,8.5,318.6,5.9,451.3
SD19,8.3,92.9559,330.8,27.6,90.9,73.5,10.4,9,306.6,5.8,411.1
SD20,21,75.2926,287.8,34.5,81.7,82.9,15.5,12.5,278.6,12.2,591.5
SD21,28.5,74.5286,314.1,27.1,81.1,88.2,14.4,12.5,267.8,12.2,601.7
SD26,41.9,83.6624,268,30.3,89.2,83.7,15.2,10.7,306.7,7.6,574.9
SD27,33,92.5437,310.9,30.5,96.5,92.6,16.5,10.6,343.7,7.2,495.6
SD28,8.4,95.0848,314.9,28.3,87,78,12.1,8.3,319.2,5.9,472.6
SD29,9.9,92.1192,333.7,26.9,76.1,72.6,8.8,8.2,297,5.6,406.3
SD30,22,78.8012,226.5,30.3,84.2,83.1,16.6,12.8,271.5,13.2,576.7
SD31,20.9,76.6045,230.7,30.2,84.5,84.6,15.9,12.2,270,12.8,584.4
SD32,26.1,77.5187,260.3,32.8,81.8,83.9,16.5,11.9,270.1,11.7,599.3
SD33,41.9,80.5654,226,33.2,85.4,90.6,18.1,11.4,277.2,12.1,563.7
SD34,46.4,82.2517,256.5,31.7,81.5,88.3,18.2,11,273.7,11.6,555.1
SD35,29.6,66.1464,301.3,24.8,65.4,83.7,12.4,12.1,256.9,8.3,597.6
SD36,27.8,58.529,302.7,25.1,76.8,69.5,14.5,11.3,270.3,7.7,589.5
SD37,33.1,94.0346,300.8,30.5,95.2,91.6,16.4,10,343.2,7.1,548.3
SD38,32.2,95.1414,330.7,30.8,92.6,88.8,15.8,9.7,344.4,6.7,480.8
SD39,8.7,95.3696,331.5,28.1,79.8,74.4,8.4,7,316.2,5.8,476.5
SD40,25.9,82.7833,223.9,26.6,78.8,83,14.5,12.8,251.4,13.5,572.4
SD41,42.1,82.2227,225.8,27.8,75.7,81,15.4,11.3,253,12.5,573.4
SD42,32.5,79.4155,225.2,28.1,76.4,72.2,16.1,10.8,250,13.6,576.8
SD43,33.7,85.8102,286.1,24.2,68.4,79.2,13.3,10.1,249.9,13.2,484.9
SD44,36.5,85.095,289.2,29.2,68.6,80.4,15.3,10.2,260.9,9.8,485.4
SD45,41.2,87.7222,301.5,31.4,91.2,92.8,16,11.5,318.1,8.8,525.7
SD46,36.7,91.0717,276.2,31,93.6,93.1,15.9,11.8,333.3,7.8,568
SD47,33.6,93.759,309,30.8,91,92.6,16,10.7,340.9,7.3,559.6
SD48,31.6,94.5248,319.1,31.2,88,89.7,16,9.5,343.9,6.8,484.3
SD49,9.1,95.3906,326,29.1,79.5,83.2,10.3,5.5,323.2,5.9,460.1
SD50,4.2,84.0255,211.2,25.1,72.6,83.6,8.6,9.2,242.7,13.8,561.6
SD51,42.9,88.6095,214.3,21,73.5,84.7,9.9,11.2,258.4,12.2,563.1
SD52,43.2,85.9356,249.9,26.9,77.4,84.1,13.3,9.9,247.1,13.4,517.5
SD53,35.2,89.1609,291,21.9,64.1,79.3,11.6,9.2,241.1,14,498.7
SD54,36.1,92.4843,299.1,26,55.7,77,10.7,10,245.5,5.6,479.1
SD55,37.7,94.4554,307,26,58.2,71.3,9.2,5.9,240.1,5,473.2
SD56,34.3,95.0193,307.1,28,71.8,82.4,12.3,5.8,317.5,5.6,484
SD57,31.4,94.5107,307.7,31,82.5,90.9,15.5,9.6,343.3,6.6,486
SD58,10.2,95.4055,313.3,28.7,76.9,83.1,10.7,5.3,322.2,5.7,474.9
SD59,9.2,94.0869,323.5,29.4,77.4,83.2,10.3,5.1,325.5,5.6,460.1
SD60,37.7,87.286,198,23.3,79.9,86.2,10.9,11.9,268.1,12.6,540.1
SD61,15.9,85.5313,295.9,21.9,67.2,84.3,10.1,10.9,239.6,9.2,454.3
SD62,39.4,89.7345,286.6,27.4,71.8,79.9,10.1,13.4,248.9,7.1,474.8
SD63,37.6,91.3492,292.2,24.3,58.5,77.8,10.9,11,238.4,5.5,478.7
SD64,35.1,92.6888,302.3,24,64.8,73.7,11.4,8.8,244.9,5,473.4
SD65,20.1,90.9923,313.7,16.8,57.5,63.8,9.4,9.1,201.9,4.5,430
SD66,23.9,94.9126,310.8,27.3,65.3,63.5,10.9,6.4,278.1,4.5,467.5
SD67,17.1,93.4288,308.6,28.3,71.3,80.7,10.3,5.8,314.8,4.8,479.4
SD68,11.3,93.5826,325.2,28.2,65.5,69.1,8.9,4.7,299.5,5.1,420.7
SD69,10.3,93.4162,334.1,28.2,65.4,71.9,8.3,4.2,302.5,5.3,407.8
SD70,30.9,87.1795,199.9,23.1,79.9,83.2,9.1,10.8,265.1,12.5,494.7
SD71,46.5,88.4903,237.5,23.5,81.4,82.1,9.9,13.9,280.6,7.1,470.9
SD72,41.3,88.0597,291.9,22.9,79.3,82.5,10.3,12.9,248.4,8.4,459.1
SD73,31.6,90.8063,295,23.4,65.2,78.8,11.1,10.5,227.9,5,468.6
SD74,26.1,92.0783,298.5,25.8,64.3,73.5,11.4,7.5,241.1,5.1,470.3
SD75,22.2,92.2042,304.5,20.1,69.1,74.6,10.8,9.4,240.7,4.8,472.2
SD76,22.8,88.5145,308.2,28.3,66.4,72.3,11.6,5.9,289.1,4.1,465.2
SD77,19,86.658,310.9,26.7,58.9,64.5,11.5,5.7,250.5,3.5,416.2
SD78,22.3,86.0701,312.6,24.2,52.6,44.9,11.3,5.7,220.2,3.4,381.1
SD79,14.4,85.6846,317.8,23.9,51.6,44,10.5,5.2,209.3,3.6,379.1
SD80,36.3,84.8277,192.4,23.1,82.6,81.7,9.5,11,260.3,12.4,477.5
SD81,24,85.119,250.6,21.9,70.7,85,10.1,12.1,227.6,7.5,458.1
SD82,26.5,85.0797,314.9,22.3,75.9,86.2,10.1,13,241.7,8.8,458.3
SD83,38.1,88.4699,287.4,23.3,75.8,83.2,11.2,12.7,248.8,8.6,459.6
SD84,29.3,90.6613,297.2,20.2,68.7,76.8,11.3,10.7,240.8,5.2,461.9
SD85,30.1,90.6978,299,22.4,68.1,68.6,13.4,8.6,274,4,468.2
SD86,27.9,87.5836,314.3,28.2,65.5,70,12.7,6,283.7,4,436.2
SD87,26.1,84.0208,307.3,24.2,56.9,62.7,12.1,5.9,238.3,3.4,393.5
SD88,23.5,82.8156,306.5,23.3,54.2,53.2,12.4,5.7,222.2,4.2,380.2
SD89,21.8,83.2917,307.9,24.3,51.8,50,11.3,4.8,193.1,4.4,369.6
SD90,42.4,88.567,211.1,24.5,94.4,87.3,9.5,14,284.5,8.4,454.1
SD91,28.5,83.819,289.5,22,75.8,85,9.9,12.8,219.7,6.9,443.1
SD92,41.9,86.2172,312,24.1,86.9,86.8,10.4,13.5,275.7,6.7,444.1
SD93,32.3,88.0813,311.2,18.8,74.6,79.3,11,12.2,257.2,4,437
SD94,27.6,87.9767,297.5,17.6,73.6,80.2,9.2,11.1,268.4,5.2,444
SD95,33.7,89.8187,297.3,22.7,67.9,68.3,15.4,8.8,288.2,4.1,454.6
SD96,30,86.5327,312.6,28.5,62.5,64.5,13.9,6.1,269.5,3.8,437.3
SD97,26.3,84.4073,304.2,24.2,58.4,61.7,13.1,5.6,234.9,3.5,400.7
SD98,27.1,87.1504,306.1,25.8,60.7,64.4,13.6,5.1,262,3.8,391.6
SD99,24.7,86.2837,300.7,25.3,57.2,58.2,13,4.8,247.5,3.9,357.5
SE00,33.4,84.4971,271.9,22.8,80.8,84.3,11.7,13.4,218.9,6.4,430.1
SE01,38.6,85.6557,288,24.5,91,92.9,11.8,14.7,276.9,8.2,437.7
SE02,41,83.8908,286.6,24.2,94.9,93.6,10.2,14.3,275.9,6.8,436.2
SE03,37.2,86.5442,299.5,21.8,87.8,88.9,12.3,13,288.8,4.4,436.7
SE04,42.7,86.5181,293.9,23.4,82.5,79.9,14,13.2,280.6,4.9,440.9
SE05,35.4,90.7824,300.3,23.2,71.9,72,15.4,9.3,298.8,3.8,429.7
SE06,31.9,87.5438,304.9,21.2,64.5,63.9,13.8,8.8,279,4.3,396.4
SE07,25.3,85.3169,304.5,20.5,63.8,69.8,9.7,9,220.6,3.4,374.3
SE08,26.9,86.0609,310.5,23.3,59.1,55.7,13.7,5.1,217.4,3.7,427.4
SE09,26.5,85.7381,299,24.7,57.7,59.7,14.3,5,234.1,3.9,375.5
SE10,39.3,86.1712,272.4,24.9,88.9,95.8,11.9,14.8,282.4,5.7,425.4
SE11,45.6,84.2248,227.5,24.3,97.5,99.4,12.3,14.6,289.3,6.2,439.1
SE12,43.2,82.4481,249.4,23.8,96.6,91.6,10.9,14.2,279.4,6.6,438
SE13,47.3,84.294,234.4,22.4,94.8,79.2,13.6,13,293,6.2,445.7
SE14,46.8,86.2953,289.7,23.5,92.5,78.5,14.9,12.9,301.9,6.2,426.4
SE15,33.2,89.6756,295.4,21.7,78.8,76.7,13.9,11.8,292.9,4,416.3
SE16,32.2,88.6169,298.6,18.9,74.2,73.7,12.6,10.5,287.5,3.7,411.9
SE17,27.6,88.5223,293.8,16.3,71.3,69.7,10.4,9.3,278.9,3.7,374.6
SE18,38.8,89.1535,276.8,24.5,72.1,69.5,13.8,8.5,297.7,5.1,394.3
SE19,30.5,87.7049,247.3,26.4,66.9,66.2,12.9,6.6,282.2,5.1,386
SE20,43.1,85.5749,253.3,24.3,93.5,102.1,12.2,15.3,279.4,7,417.4
SE21,48.8,83.4301,211.1,23.6,97.3,100.9,12.5,15.3,284.2,6,405
SE22,49.9,79.4737,213.4,22.7,95,101,12.3,14.8,278,6.1,430.9
SE23,47.4,83.505,234.4,22.9,96.4,85.3,14,13.8,294.2,5.7,433.8
SE24,46.6,85.1985,269.9,23,93.8,84.2,14.6,13.4,307,6,409.2
SE25,37.3,89.8867,275.3,23.2,82.5,76.6,14.5,11.6,302.2,4.4,407.9
SE26,45,90.6445,274.9,24.9,80.5,77.5,14.6,10.8,312.6,6.8,407.6
SE27,45.5,91.138,245.9,26.1,83.7,81.5,13.8,10.4,312.9,6.2,387.5
SE28,36.4,87.5701,192.4,18.8,82,73.8,12.3,9.6,305.3,6.1,379
SE29,39.5,84.4568,180.8,19.6,79.2,72.2,11.1,10.3,308.6,5,375.7
SE30,46.6,81.5789,212,23.4,96.7,103.3,13,15.3,277.9,7,407.8
SE31,55.6,83.1981,195.2,23,97.4,100.8,13.1,15.9,286.9,6.5,421
SE32,53,79.4439,203.9,22.3,97.7,94.3,14.2,15.1,287,6.7,409.8
SE33,53.1,82.3929,221.5,21.2,99.4,88.5,13.7,14.7,298.5,6.7,416.5
SE34,49.2,86.4825,218.4,21.3,91.8,78.9,13.8,12.7,304.2,6.2,392.4
SE35,48.8,88.1239,204.2,22.1,89.5,80.4,13.4,12.3,307.8,5.8,390.4
SE36,50.9,88.1775,183.3,21,85.4,76.3,12.9,12.3,306.9,5.5,374.3
SE37,49.2,86.4814,175.4,21.5,82.2,74.6,12.2,11.9,307.9,5.5,373.3
SE38,37.3,83.2963,173.2,18.6,82.3,67.8,10.2,10.7,303,4.9,374.2
SE39,38.1,82.8528,192,16.9,74.1,62.5,10,10.1,297.5,4.5,386.8
SE40,58.5,80.7557,186,21.1,93.6,98,12.6,13.8,281.2,8.6,433
SE41,57.4,83.2945,178.1,21,96.2,93.9,14.3,15.1,293.1,6.5,420.5
SE42,57.7,84.0952,201.3,21.3,94.4,88.7,14,15.6,293.4,6.9,421.9
SE43,54.9,84.4628,181.4,20.1,93.9,87,13.8,14.4,299,6.5,413.1
SE44,51.1,85.7243,191.6,21.4,93.3,83.7,13.9,13.2,302.5,6.1,393.3
SE45,47.6,81.2806,181.8,21.1,83,73.1,11.9,14.7,317.9,6.4,385
SE46,44.1,84.4462,176.8,20.5,84.3,75.2,11.3,12.5,313.5,5.5,377.5
SE47,47.1,83.0015,175.3,20,85.4,73.7,11.7,13,320.8,6.3,373.8
SE48,43.5,85.1852,196.2,28.5,81.3,83.2,14.2,10.8,310.5,6.9,390.4
SE49,42.5,84.3857,211.4,29,69.3,80.7,14.1,9,293.7,5.5,386.8
SE50,56,87.0927,186.7,28.4,92.2,88.6,14.5,15.6,287.1,7.5,435.4
SE51,52,81.8603,169.2,20.5,93.6,82.1,14.6,14.8,288.1,6.2,396.8
SE52,52.2,82.645,163.2,28.3,94.7,82,13.2,15.2,293.2,7.9,382.6
SE53,56.3,84.9844,172.1,23.9,98.1,83.3,13,15,299.4,7.2,398.8
SE54,55.2,84.4789,194,22.8,94.4,79.8,12.8,14.9,306.1,6.7,394.6
SE55,49.4,82.2471,198.4,21.8,87.7,70.2,12.5,15.2,315.1,6.6,386.8
SE56,48.6,79.9305,179.4,20.7,82.2,65.5,11.9,14.8,314.8,6.8,380.5
SE57,45.6,84.0567,189.8,28.9,85.8,84.2,14.2,10.7,315.6,7.3,384.7
SE58,46.1,82.8954,207.5,30.3,80.8,82.6,14.1,9.5,304.4,6.4,383.7
SE59,45.3,83.4558,235.6,29.3,73,81.3,14.9,8.8,296,5.9,355.4
SE60,70.2,85.0131,186.9,27.8,100.3,77.9,10.9,16,287.2,9.9,435.9
SE61,55.9,79.673,170.1,24.2,94.6,89.7,11.5,13.9,291.8,9.8,411.6
SE62,47.2,82.3841,160.4,27.2,91.1,67.6,12.2,14.9,301.5,8.2,379.5
SE63,53,83.3925,169,29.2,105.3,77,11.8,14.5,312.1,6.8,394.4
SE64,55.9,84.5144,167.5,26.2,101.9,80.7,12,14.4,316.9,6.5,393.9
SE65,54.6,85.5879,199.8,22.9,99.6,79.6,12.4,14.5,317.2,6.6,402.8
SE66,50.8,81.3595,177.3,21.6,98.3,75.7,11.5,15.1,318.8,6.2,383.5
SE67,46.4,80.6614,181.6,32,86.2,82.2,13.9,11,313.5,7.1,388.3
SE68,46.7,80.3858,183.7,29.2,79.6,81.9,14.6,9.1,299.9,6,389.2
SE69,47.8,82.11,224,29.1,74.8,81.2,15.9,8.6,294.7,5.9,358.3
SE70,55.6,84.4493,172.7,30.5,112.4,81,13.2,16.1,302.5,7.9,417.3
SE71,55.9,84.3083,163.4,30.6,113.7,81.4,12.6,15.8,308.6,7.5,381.6
SE72,37.7,80.853,150.6,27.1,87.5,57.5,12.3,13.3,292.7,7.8,366.8
SE73,51.4,83.6918,159.8,29.7,105.3,74.2,11.2,13.7,309.9,6.9,388.4
SE74,54.1,83.9459,183.1,28.9,110.5,76.7,10.3,14.1,313.7,6.7,401.8
SE75,50.5,83.1679,164.8,29,96.4,74.9,13.6,14,308.4,5.4,387.4
SE76,52.2,82.5809,170.1,29.4,97.9,86.4,13.6,13.6,308.5,5.1,382.8
SE77,43.1,77.9343,171.3,26.5,76.6,67.2,13.2,12,294.9,5.8,380.2
SE78,47.1,80.1574,174.4,28.8,81.4,79.7,14.5,9.1,301.9,6.1,387.8
SE79,48.2,81.5749,213.9,28.8,75.8,81.4,15.8,8.6,296.5,5.9,368.5
SE80,48.9,83.9512,163.2,30.1,98.6,74.6,13.6,13.8,287.8,9.7,372.5
SE81,46.7,82.9157,159.3,28.2,96,69.4,12.2,13.5,271.5,7.5,372.8
SE82,35.5,81.3736,146.7,24.9,80.4,54.9,16.3,11.3,252.4,5.5,357.5
SE83,53.6,84.0004,161.3,28.7,107.7,74.1,10.1,13.5,302.7,5.8,384.4
SE84,43.1,79.3619,162,26,86.7,66.1,14.7,11.3,280,4.1,386.2
SE85,39.4,76.7799,161.8,30,70.6,67.2,14.9,10.3,288.6,3.8,388.5
SE86,42.1,76.5169,156.1,30,70.7,67.5,14.6,11.2,288.3,3.7,376.1
SE87,42.3,77.3277,155.7,29.8,71.3,68.3,14.2,11.2,285,3.7,373.5
SE88,48.2,78.4246,177.8,28.6,81.6,80.5,15.3,9,296.7,5.9,400.8
SE89,48.7,80.7375,207.8,28.5,76.4,80.4,15.5,8.7,297.6,5.8,370.6
SE90,47.8,83.9076,181.9,30.2,97.7,75.1,14,13,285.5,9.5,421.9
SE91,45.2,82.5161,165,28.5,94.2,67.5,11.8,12.3,276.2,9.1,380.8
SE92,40,79.8578,177.1,22.6,74.9,44.8,16.6,8.2,247.4,5.5,424.4
SE93,40,78.9709,144.2,25.6,80.7,60.8,15.1,10.3,268.9,4,357.8
SE94,32.4,77.8111,145,25.3,72.5,59.3,15,10.5,282.8,4,358.8
SE95,33.1,76.6349,149.1,25.1,70.4,53.3,14.6,8.7,278.9,3.8,362
SE96,32.8,74.162,149,25.6,70.5,52.4,14.8,9,278.7,3.6,362.8
SE97,39.1,75.541,145.1,28,68.6,60.6,14.4,10.1,277.3,3.6,359.7
SE98,49.1,79.0663,171.8,28.5,80.3,79,15.3,8.9,296.7,5.9,402.1
SE99,49.1,80.2074,202.6,28.4,77.5,79.8,15.5,8.7,296.5,5.9,375.8
SH12,23.5,83.8956,289.5,30.8,95.6,82.4,20.7,10.4,324.1,10.7,413.6
SH13,23.2,82.6323,272.3,30.6,87.2,78.8,19.8,10,297.1,9.7,406.2
SH22,25.2,84.0556,301.4,30.2,94.3,84.1,20.9,10.4,311.7,10,416.5
SH23,24.3,84.968,275.5,30.5,96.5,87.9,19.6,10.3,318.8,9.6,407.9
SH24,27,84.0079,339.7,30.7,92.4,83.6,20.3,10.5,308.5,10.5,446.5
SH27,26.9,85.8137,370.9,30.4,90.9,88.2,19.8,11.6,314.3,10.9,457.6
SH28,27.5,86.1097,364,30.6,91.2,86.9,19.9,11,315.4,11.1,462.2
SH29,25.3,77.6882,382.3,32.5,81.9,81.5,19,9.5,324,10.5,458.9
SH32,24.1,84.9822,335.5,31.5,98.4,87.1,20.5,10.6,331.8,10.8,443.1
SH33,25.5,87.4538,293.2,31.5,100.8,89.3,20.3,10.9,338.1,11,418.1
SH34,24.7,85.2418,331.3,30.8,88.3,83.8,16.8,9.7,310.5,7.9,434.9
SH36,26.6,85.9315,331.6,30.7,91.2,88.9,20,11.8,314.4,10.9,446.9
SH37,26.6,86.4836,296.2,30.4,89,88.8,19.3,12,311.7,11,420.5
SH38,25,85.5802,295.2,31,89.1,86.6,18.1,10.7,306.7,11.4,424.3
SH39,26.2,84.8918,299.5,30.8,88.5,87.1,19.8,11.6,308.5,11.2,425.9
SH43,24.3,88.5081,295.1,31.2,101.1,90.6,20.1,10.8,339.7,10.3,415.9
SH44,24,88.7631,346.2,31.3,79.1,89.1,17.3,9.8,300.2,9.3,445.1
SH45,23.7,89.3879,335.2,31,97.9,91.5,19,11,330.8,10.3,440.7
SH46,26.6,88.1983,316.8,31.1,89.6,89.1,19.3,12.5,318.9,10.6,439.9
SH47,21.9,87.8035,299.1,31.1,90.6,87.9,17.6,11.6,309.3,10.3,427.3
SH48,24.2,87.6682,299.3,31.2,90.5,88.8,18.4,11.9,321.3,11,427.7
SH49,27.4,83.0878,308.6,31.8,88.5,85.5,19.2,10.3,309.4,11.7,427
SH50,24.2,79.9911,273.3,33.5,104.7,90.8,18.2,12.4,352.8,9.5,388.7
SH51,20.2,75.8975,357.3,32.7,97.6,87.8,17.8,10.1,350.3,8.1,450.5
SH52,25.5,86.2101,352.6,32.6,99.9,92.9,19.4,11.3,339.9,10.3,449.8
SH53,25.5,88.9748,372.6,31.7,101.1,90.8,20,11.3,341.8,10.6,461.9
SH54,23.2,88.1341,370.8,31.7,82.6,89.3,15.2,9.7,303.8,7.9,444.3
SH55,21.7,86.1667,362.4,32.7,68,87.1,11.5,8.5,309.6,6.1,400.9
SH56,22.6,89.2431,349.9,31.6,92.3,92.5,18.2,11,321.9,8.4,452
SH57,22.7,88.1565,308.6,31.6,90.6,88.5,18.3,12.4,323.3,9.7,435.5
SH58,26.8,86.2472,324.3,32.2,90.5,89.1,19.5,12.7,322.8,9.7,445.4
SH60,10.5,80.0625,314.2,30.9,58.2,74.7,10.1,6.3,321.5,5.1,342
SH61,23.5,87.5397,357.7,33.2,101.9,94.6,18.4,12.2,357.6,10.2,406.3
SH62,17.2,79.0186,354.1,31.5,54,77.2,9.1,7.4,319.5,5.1,379
SH63,22.6,86.8789,364.8,32.7,85.9,91.8,13,9.1,333.7,7,416.4
SH64,21.6,83.305,364.5,32.5,62,87,6.4,8.2,318.4,5.8,410.5
SH65,21.1,84.9284,359.3,33.1,64.7,86.7,5,8.4,307.5,6,384.3
SH66,21,86.8948,362.2,32.3,72.1,84.7,13.1,8.8,294.6,6.3,394.6
SH67,25.4,88.8784,377.1,32.1,95.3,90.9,18.4,12.2,327.5,8.6,501.2
SH68,24.7,83.6811,323.4,32.8,87,85.1,18.7,12,319.5,8.9,434.6
